Community_Name,Country,Crop_Type,Farm_Size,Tech_Adoption_Index,Drone_Usage,Mobile_Tech,Annual_Yield,Fertilizer_Type,Irrigation,Weather_Station,Annual_Rainfall
Savannah Cultivators Club,South Africa,Barley,22.33,71,No,Mobile Apps,583.91,Inorganic,Drip,No,614.62
Savannah Agricultural Association,Ghana,Maize,86.16,31,No,SMS,837.52,Organic,Drip,Yes,526.01
Golden Farmers Union,Ghana,Maize,45.13,100,Yes,SMS,439.89,Organic,None,Yes,784.85
Meadow Growers Coalition,Ghana,Rice,69.86,47,No,SMS,417.38,Organic,Sprinkler,Yes,626.95
Golden Growers Coalition,South Africa,Barley,65.63,67,Yes,Mobile Apps,404.93,None,None,Yes,1194.63
Meadow Farmers Group,Kenya,Wheat,32.67,56,Yes,Mobile Apps,930.79,Organic,None,No,863.98
River Agricultural Association,Tanzania,Barley,25.07,61,No,SMS,143.88,Organic,Drip,Yes,853.18
Savannah Farmers Group,Ghana,Rice,34.9,81,Yes,SMS,500.57,Organic,Drip,No,576.7
Green Agri Society,Tanzania,Rice,79.87,86,Yes,SMS,338.14,Inorganic,None,Yes,726.95
Green Agricultural Association,Nigeria,Rice,59.04,92,No,SMS,904.43,Organic,Sprinkler,No,499.18
Green Cultivators Club,Nigeria,Maize,26.1,1,Yes,SMS,186.45,Inorganic,Drip,No,1010.02
Sunrise Farmers Union,Nigeria,Wheat,81.97,76,Yes,Mobile Apps,470.3,Inorganic,Drip,Yes,664.93
Mountain Farmers Union,Ghana,Rice,6.42,15,No,None,466.13,Organic,Drip,No,1001.57
Valley Growers Coalition,South Africa,Sorghum,70.22,7,No,None,899.55,Organic,None,Yes,697.36
Meadow Cultivators Club,Ghana,Maize,44.47,18,Yes,None,293.94,None,Drip,Yes,1191.01
Harvest Farmers Union,Nigeria,Wheat,73.4,31,Yes,Mobile Apps,680.41,Organic,Sprinkler,No,536.9
Meadow Growers Coalition,Nigeria,Sorghum,92.82,66,No,None,220.97,Organic,Drip,Yes,401.22
Sunrise Farmers Union,Ghana,Wheat,75.25,31,No,None,958.58,Organic,None,No,875.86
Sunrise Agricultural Association,South Africa,Wheat,44.75,84,Yes,None,633.71,Organic,None,Yes,1162.36
Golden Agricultural Association,South Africa,Sorghum,15.95,24,No,None,663.63,Organic,None,No,917.64
River Growers Coalition,Tanzania,Barley,80.83,52,No,SMS,490.4,Organic,None,No,468.58
Meadow Farmers Group,Kenya,Wheat,46.61,80,No,Mobile Apps,408.05,None,Sprinkler,Yes,832.38
Prairie Farmers Group,Nigeria,Barley,8.46,24,Yes,None,291.41,None,None,Yes,1127.59
Prairie Agricultural Association,South Africa,Wheat,72.19,32,Yes,SMS,643.59,Organic,Drip,No,405.2
Prairie Cultivators Club,Nigeria,Sorghum,29.89,30,Yes,None,959.11,None,Sprinkler,Yes,533.53
Sunrise Cultivators Club,Kenya,Wheat,5.84,35,Yes,None,423.81,Inorganic,None,No,1051.65
Green Agri Society,Nigeria,Rice,90.37,86,Yes,None,894.84,None,None,Yes,1115.13
Green Agri Society,South Africa,Rice,48.83,88,No,None,233.9,Inorganic,Sprinkler,No,965.73
Green Farmers Union,Tanzania,Wheat,28.82,48,No,None,942.51,Organic,Drip,Yes,1193.25
Golden Farmers Group,Ghana,Sorghum,71.92,43,No,SMS,415.44,Inorganic,Sprinkler,No,472.17
Golden Agricultural Association,Ghana,Sorghum,88.7,47,Yes,None,441.75,Organic,Drip,Yes,836.54
Meadow Cultivators Club,South Africa,Maize,1.03,29,Yes,SMS,516.56,None,Drip,Yes,948.0
Green Farmers Group,South Africa,Sorghum,69.1,12,No,None,746.42,Inorganic,None,No,962.12
Valley Cultivators Club,Kenya,Barley,76.93,42,No,Mobile Apps,747.69,Inorganic,Sprinkler,No,1034.79
Sunrise Agri Society,Nigeria,Wheat,21.78,92,No,SMS,531.63,Inorganic,Sprinkler,No,1134.1
Prairie Farmers Union,Kenya,Rice,49.47,15,No,None,570.84,Organic,None,No,689.31
River Farmers Union,Ghana,Sorghum,9.84,90,Yes,SMS,127.01,Organic,None,No,434.37
Valley Cultivators Club,Nigeria,Rice,74.93,25,Yes,None,373.87,None,Drip,No,689.95
Golden Farmers Union,Kenya,Maize,84.9,74,No,None,411.42,None,None,Yes,937.29
Mountain Growers Coalition,Ghana,Wheat,11.71,46,Yes,SMS,602.85,Organic,Sprinkler,Yes,570.76
Savannah Farmers Group,Nigeria,Sorghum,81.83,36,Yes,None,602.47,None,None,No,1047.98
Meadow Farmers Group,Tanzania,Rice,77.39,2,Yes,None,738.91,Inorganic,None,Yes,575.81
Savannah Cultivators Club,Tanzania,Sorghum,35.34,25,Yes,None,745.32,Inorganic,None,No,408.05
Green Growers Coalition,Kenya,Maize,69.34,97,No,None,311.69,Inorganic,None,Yes,806.46
Meadow Agricultural Association,South Africa,Rice,1.0,96,No,None,793.17,None,None,No,981.17
Savannah Agricultural Association,Nigeria,Rice,93.25,14,Yes,None,117.64,Inorganic,Drip,No,679.72
Meadow Cultivators Club,Kenya,Wheat,55.49,65,No,SMS,744.55,Inorganic,None,Yes,999.12
Golden Farmers Group,South Africa,Wheat,62.41,27,Yes,Mobile Apps,191.85,Organic,None,No,750.72
Prairie Agri Society,South Africa,Rice,66.8,83,No,None,756.68,Organic,Sprinkler,Yes,537.37
Sunrise Agricultural Association,Nigeria,Wheat,56.58,37,No,SMS,574.41,None,None,Yes,472.45
Sunrise Farmers Group,Nigeria,Rice,85.82,43,No,Mobile Apps,493.53,Organic,Sprinkler,Yes,968.47
Savannah Agri Society,South Africa,Barley,61.36,52,No,SMS,721.6,None,Sprinkler,Yes,708.57
River Cultivators Club,Ghana,Sorghum,90.87,79,No,Mobile Apps,132.73,None,Sprinkler,Yes,1130.22
Meadow Farmers Group,Kenya,Barley,58.65,3,No,Mobile Apps,301.12,Organic,Sprinkler,Yes,832.2
Meadow Cultivators Club,Nigeria,Barley,17.94,71,No,Mobile Apps,654.8,Organic,Drip,Yes,678.75
Valley Cultivators Club,South Africa,Sorghum,91.44,43,Yes,SMS,862.49,None,Drip,Yes,679.19
Mountain Farmers Union,Ghana,Rice,68.48,45,No,Mobile Apps,443.0,None,Sprinkler,Yes,505.15
Golden Farmers Union,Tanzania,Rice,70.22,83,Yes,None,332.89,None,Drip,Yes,875.03
Golden Farmers Group,South Africa,Wheat,98.56,25,No,None,566.86,Inorganic,Drip,No,865.73
Golden Farmers Union,Ghana,Maize,8.44,95,No,Mobile Apps,660.08,Inorganic,None,Yes,1039.99
River Growers Coalition,Tanzania,Rice,43.43,12,No,Mobile Apps,478.09,Organic,Drip,Yes,560.96
Sunrise Farmers Union,Ghana,Sorghum,24.67,68,Yes,None,889.04,Inorganic,Sprinkler,No,632.63
Mountain Cultivators Club,Nigeria,Maize,63.41,43,Yes,SMS,571.09,Inorganic,Sprinkler,No,477.79
River Farmers Union,South Africa,Sorghum,80.87,52,Yes,SMS,132.24,None,Sprinkler,No,636.27
Prairie Cultivators Club,Tanzania,Sorghum,96.66,50,Yes,None,300.75,Inorganic,Sprinkler,No,742.48
Green Farmers Group,Ghana,Sorghum,46.01,12,Yes,SMS,505.58,Organic,None,Yes,1171.22
Meadow Growers Coalition,Tanzania,Maize,78.84,40,No,SMS,727.95,Inorganic,Drip,Yes,922.45
Prairie Growers Coalition,Kenya,Barley,91.79,10,Yes,Mobile Apps,297.78,Inorganic,Sprinkler,Yes,1026.3
Golden Farmers Union,South Africa,Sorghum,68.65,36,Yes,SMS,978.63,Inorganic,None,No,660.41
Meadow Agricultural Association,Nigeria,Wheat,25.03,59,Yes,None,386.7,Organic,Sprinkler,No,515.61
Golden Cultivators Club,Tanzania,Rice,61.18,31,No,SMS,579.23,Organic,Drip,Yes,605.38
Golden Agricultural Association,Ghana,Rice,97.03,44,No,Mobile Apps,117.07,None,None,No,605.17
Mountain Farmers Union,Tanzania,Rice,98.77,17,No,None,896.4,Inorganic,Drip,Yes,866.49
Sunrise Agricultural Association,Ghana,Maize,64.59,92,Yes,None,809.95,None,None,No,673.18
Meadow Farmers Union,Tanzania,Wheat,88.81,78,No,None,275.91,None,Sprinkler,No,1085.92
Savannah Cultivators Club,Nigeria,Wheat,20.83,19,Yes,Mobile Apps,939.91,Organic,Sprinkler,Yes,1190.84
Meadow Agricultural Association,Nigeria,Wheat,25.36,43,No,None,384.26,None,Drip,Yes,674.64
Golden Cultivators Club,South Africa,Wheat,95.34,35,No,Mobile Apps,722.97,Inorganic,Drip,Yes,964.05
Sunrise Farmers Union,Nigeria,Wheat,14.39,68,No,Mobile Apps,837.08,None,None,No,925.99
Meadow Cultivators Club,Tanzania,Barley,19.92,36,No,SMS,766.82,Organic,Drip,No,555.57
Valley Farmers Union,Tanzania,Wheat,42.63,32,No,None,925.82,Organic,Drip,Yes,1134.41
Mountain Agricultural Association,Nigeria,Wheat,59.37,81,Yes,SMS,877.85,Organic,Sprinkler,Yes,559.55
Mountain Agri Society,Kenya,Maize,60.78,18,Yes,SMS,995.15,Inorganic,Sprinkler,Yes,989.57
Harvest Growers Coalition,Tanzania,Maize,29.91,50,No,Mobile Apps,264.35,None,Sprinkler,No,678.09
Savannah Agricultural Association,South Africa,Wheat,92.14,31,Yes,SMS,374.29,Inorganic,Sprinkler,No,693.67
Savannah Growers Coalition,Kenya,Barley,91.59,21,No,SMS,672.6,Organic,Sprinkler,Yes,764.36
Green Farmers Union,Nigeria,Wheat,39.81,0,No,SMS,759.74,Inorganic,Sprinkler,Yes,1091.61
Green Agri Society,Ghana,Wheat,43.99,53,No,None,581.14,Organic,Sprinkler,Yes,512.2
Green Farmers Group,Tanzania,Wheat,70.55,88,No,SMS,166.54,Inorganic,None,No,443.66
Sunrise Growers Coalition,Ghana,Sorghum,66.64,19,No,Mobile Apps,857.44,Inorganic,Sprinkler,No,721.63
Harvest Growers Coalition,South Africa,Barley,38.85,57,No,None,964.79,None,Sprinkler,Yes,444.47
Savannah Growers Coalition,Kenya,Rice,42.01,34,No,Mobile Apps,464.97,None,Sprinkler,No,950.08
Sunrise Agri Society,Ghana,Wheat,35.46,69,Yes,None,302.33,Organic,Sprinkler,Yes,1008.26
Golden Growers Coalition,South Africa,Rice,24.3,69,Yes,None,117.38,None,Sprinkler,Yes,1083.77
Sunrise Cultivators Club,Ghana,Barley,46.36,60,No,None,313.57,None,Drip,Yes,995.07
Green Farmers Union,Ghana,Wheat,68.96,62,Yes,Mobile Apps,729.93,Inorganic,Drip,No,1133.08
Green Farmers Group,South Africa,Rice,74.45,100,No,SMS,920.43,Organic,Sprinkler,Yes,998.64
Savannah Farmers Union,Tanzania,Rice,78.11,60,Yes,None,184.16,Inorganic,Sprinkler,Yes,1148.86
Meadow Growers Coalition,Ghana,Barley,38.1,56,Yes,Mobile Apps,597.93,Inorganic,Sprinkler,No,554.49
Harvest Cultivators Club,South Africa,Wheat,76.7,2,No,None,725.98,None,None,Yes,799.89
Savannah Cultivators Club,Ghana,Sorghum,1.65,100,No,SMS,348.74,None,Sprinkler,Yes,1195.14
Green Growers Coalition,Tanzania,Barley,48.23,94,Yes,None,612.91,Organic,None,Yes,945.26
Savannah Growers Coalition,South Africa,Sorghum,79.6,98,No,Mobile Apps,743.72,None,None,Yes,1102.91
Harvest Agricultural Association,Ghana,Wheat,63.37,44,Yes,None,853.95,Inorganic,Sprinkler,No,424.32
Harvest Agri Society,Nigeria,Rice,47.93,14,No,Mobile Apps,507.25,None,Drip,No,1097.41
Golden Farmers Union,Tanzania,Barley,64.82,16,Yes,SMS,773.07,Organic,Sprinkler,Yes,958.17
Mountain Farmers Group,Ghana,Barley,90.79,14,Yes,SMS,371.6,Organic,Sprinkler,No,536.6
Prairie Growers Coalition,Kenya,Barley,57.07,4,Yes,None,291.74,Inorganic,Drip,No,420.54
Meadow Agricultural Association,South Africa,Maize,80.18,85,No,SMS,268.58,Inorganic,Drip,No,607.94
Savannah Agricultural Association,Ghana,Wheat,98.09,45,Yes,Mobile Apps,422.99,None,Sprinkler,No,1132.62
Golden Growers Coalition,Tanzania,Maize,70.85,10,No,None,132.29,Organic,Sprinkler,No,934.51
Mountain Farmers Union,Tanzania,Barley,57.76,63,No,Mobile Apps,354.69,Inorganic,None,No,1135.58
Meadow Farmers Group,Kenya,Barley,4.71,91,No,None,687.0,None,Drip,No,756.92
Valley Agricultural Association,Kenya,Sorghum,38.07,13,No,Mobile Apps,683.13,None,None,No,1149.3
Meadow Growers Coalition,Ghana,Maize,56.98,38,No,None,166.2,None,None,Yes,770.37
Golden Farmers Group,Nigeria,Rice,79.92,66,Yes,Mobile Apps,358.67,Inorganic,None,Yes,563.4
Mountain Agri Society,Tanzania,Wheat,44.37,54,No,Mobile Apps,612.6,Inorganic,None,Yes,521.11
Valley Cultivators Club,Nigeria,Rice,96.05,41,No,None,386.7,None,Drip,Yes,1195.05
Golden Agri Society,Nigeria,Rice,27.91,74,Yes,Mobile Apps,476.19,None,Drip,Yes,667.09
Meadow Agricultural Association,Ghana,Wheat,74.71,93,Yes,SMS,741.53,Inorganic,Drip,Yes,528.04
Green Cultivators Club,South Africa,Barley,42.48,4,No,Mobile Apps,108.34,Organic,Sprinkler,Yes,406.73
Meadow Agricultural Association,South Africa,Sorghum,49.11,51,No,None,348.75,None,None,Yes,628.46
Green Cultivators Club,South Africa,Barley,80.45,21,No,SMS,228.14,Organic,Sprinkler,No,1111.29
Green Farmers Group,Kenya,Barley,30.33,76,Yes,SMS,214.85,Organic,Drip,Yes,827.21
Mountain Farmers Group,Tanzania,Maize,10.58,43,No,Mobile Apps,963.14,Inorganic,Drip,Yes,905.95
Golden Cultivators Club,Kenya,Rice,52.51,84,No,Mobile Apps,438.9,Inorganic,Sprinkler,No,1137.91
Savannah Agricultural Association,Tanzania,Rice,53.35,58,Yes,Mobile Apps,574.38,Organic,None,No,810.27
Valley Agricultural Association,Tanzania,Rice,79.92,100,Yes,SMS,760.44,Inorganic,Drip,Yes,1070.62
Green Farmers Union,Tanzania,Sorghum,96.86,24,Yes,SMS,142.7,Organic,None,Yes,659.07
Golden Farmers Union,Ghana,Sorghum,6.47,20,No,SMS,316.92,Organic,None,Yes,1181.68
Harvest Farmers Union,South Africa,Sorghum,59.58,91,No,None,848.93,Inorganic,Drip,No,463.05
River Farmers Group,Kenya,Wheat,68.45,63,No,None,875.79,Inorganic,Sprinkler,Yes,979.86
Meadow Agri Society,Kenya,Sorghum,98.59,67,Yes,Mobile Apps,435.66,None,None,No,928.45
Harvest Farmers Group,Ghana,Maize,94.32,92,Yes,None,437.38,Inorganic,Sprinkler,Yes,553.34
Savannah Cultivators Club,Tanzania,Maize,71.53,46,No,None,781.21,None,None,No,711.08
Meadow Agricultural Association,South Africa,Barley,52.66,34,Yes,Mobile Apps,365.56,Inorganic,None,No,650.26
Meadow Farmers Group,Nigeria,Barley,16.99,86,Yes,Mobile Apps,205.38,Inorganic,Drip,No,475.59
Savannah Agricultural Association,Nigeria,Barley,39.03,6,Yes,SMS,331.78,Inorganic,Sprinkler,Yes,867.83
Harvest Cultivators Club,Ghana,Barley,58.93,55,Yes,SMS,448.61,Inorganic,None,Yes,1194.94
Valley Farmers Union,South Africa,Maize,72.79,51,No,Mobile Apps,146.98,Organic,Sprinkler,No,847.67
Sunrise Farmers Group,Nigeria,Barley,63.9,45,No,Mobile Apps,530.81,Inorganic,None,No,836.21
Meadow Farmers Union,Nigeria,Maize,71.7,8,Yes,None,766.01,Organic,Sprinkler,No,432.25
River Farmers Group,Kenya,Sorghum,43.49,57,Yes,None,562.37,Inorganic,Sprinkler,Yes,511.38
River Farmers Group,South Africa,Sorghum,73.04,22,Yes,None,164.71,Inorganic,Drip,No,810.58
Valley Farmers Union,Nigeria,Wheat,15.23,2,Yes,Mobile Apps,496.13,Organic,None,Yes,1188.14
Prairie Farmers Group,Kenya,Barley,17.1,60,Yes,Mobile Apps,738.01,Inorganic,None,Yes,1101.29
Sunrise Agri Society,South Africa,Sorghum,17.12,8,No,SMS,152.29,None,None,No,672.17
Sunrise Growers Coalition,Tanzania,Sorghum,89.2,52,Yes,None,153.86,None,None,No,834.4
Harvest Cultivators Club,South Africa,Rice,8.53,67,No,SMS,433.54,Inorganic,Drip,Yes,842.16
River Agri Society,Ghana,Rice,80.35,48,No,Mobile Apps,275.47,None,Drip,Yes,948.29
Valley Farmers Union,Kenya,Maize,24.12,88,Yes,None,941.3,None,None,Yes,950.23
Meadow Farmers Union,Tanzania,Wheat,47.37,69,No,SMS,623.21,None,Sprinkler,No,1031.83
Valley Farmers Union,Kenya,Rice,91.68,47,Yes,Mobile Apps,358.59,None,Drip,Yes,419.98
Golden Agricultural Association,Kenya,Wheat,59.01,81,Yes,SMS,734.3,Organic,Sprinkler,Yes,1154.94
Harvest Cultivators Club,Nigeria,Sorghum,21.8,6,Yes,None,437.44,Organic,Sprinkler,No,456.05
Valley Growers Coalition,South Africa,Maize,29.12,98,No,SMS,218.9,Organic,Sprinkler,Yes,780.93
Green Cultivators Club,Kenya,Wheat,92.12,30,No,SMS,313.51,None,None,No,1135.66
Harvest Cultivators Club,Kenya,Rice,43.29,55,No,Mobile Apps,678.47,None,Drip,No,790.14
Sunrise Growers Coalition,Ghana,Sorghum,59.11,95,Yes,None,146.69,Organic,None,No,450.91
Valley Cultivators Club,Ghana,Barley,46.53,98,No,SMS,345.42,None,Sprinkler,No,583.39
River Agri Society,Ghana,Sorghum,38.47,60,No,Mobile Apps,287.48,Organic,None,No,862.93
River Agricultural Association,Kenya,Rice,23.1,91,No,None,281.02,Organic,Sprinkler,No,470.29
Prairie Farmers Union,Tanzania,Rice,68.93,4,Yes,Mobile Apps,714.49,Organic,None,No,738.94
River Cultivators Club,South Africa,Barley,72.11,29,No,None,843.24,None,None,No,663.27
Meadow Cultivators Club,Kenya,Sorghum,28.21,21,Yes,Mobile Apps,744.28,Organic,Drip,No,1052.17
Harvest Growers Coalition,Nigeria,Wheat,79.11,16,No,Mobile Apps,681.16,Inorganic,Drip,Yes,488.11
Golden Cultivators Club,Tanzania,Wheat,85.6,9,No,Mobile Apps,924.81,Organic,Sprinkler,No,946.24
Green Agri Society,Tanzania,Sorghum,92.15,70,No,SMS,152.55,Organic,Sprinkler,Yes,725.27
Valley Farmers Group,South Africa,Wheat,16.96,67,Yes,SMS,250.73,Inorganic,Sprinkler,Yes,870.2
River Agricultural Association,Tanzania,Sorghum,31.09,41,Yes,Mobile Apps,472.97,None,None,No,564.43
Savannah Cultivators Club,South Africa,Sorghum,86.17,26,No,None,435.21,Organic,Sprinkler,No,887.76
Green Growers Coalition,Tanzania,Rice,20.66,6,No,Mobile Apps,476.25,Inorganic,Drip,No,939.18
Harvest Farmers Union,South Africa,Maize,1.34,22,Yes,SMS,285.81,None,Sprinkler,Yes,456.19
Green Growers Coalition,Ghana,Rice,87.21,74,Yes,None,234.55,Inorganic,Sprinkler,No,1059.48
Meadow Agricultural Association,Ghana,Wheat,33.32,7,No,SMS,558.27,Organic,None,Yes,1089.0
River Growers Coalition,Tanzania,Maize,42.04,7,No,Mobile Apps,935.25,Inorganic,Drip,Yes,450.84
River Farmers Group,Tanzania,Sorghum,45.19,100,Yes,SMS,452.77,None,Sprinkler,Yes,882.55
Green Agricultural Association,South Africa,Wheat,84.98,4,No,SMS,139.02,Organic,Drip,No,875.21
Harvest Farmers Group,South Africa,Barley,34.45,70,Yes,SMS,735.55,Inorganic,Sprinkler,No,409.97
Harvest Cultivators Club,Kenya,Wheat,89.34,85,No,Mobile Apps,361.99,None,Drip,Yes,673.88
Green Farmers Group,Ghana,Maize,62.08,99,No,SMS,320.59,None,Sprinkler,Yes,1175.14
Harvest Cultivators Club,Kenya,Maize,53.2,1,No,Mobile Apps,391.83,Organic,Sprinkler,Yes,844.36
Meadow Farmers Union,Kenya,Sorghum,33.24,87,No,Mobile Apps,751.43,Organic,None,Yes,1146.57
Prairie Agri Society,Nigeria,Barley,25.13,50,Yes,SMS,836.94,Organic,None,No,940.52
Sunrise Farmers Union,South Africa,Sorghum,62.78,65,No,None,629.25,Organic,Drip,No,422.71
Mountain Farmers Group,Nigeria,Barley,45.24,11,No,SMS,390.23,Inorganic,Drip,Yes,462.17
Mountain Growers Coalition,Nigeria,Barley,91.14,46,No,SMS,379.43,None,Drip,Yes,977.74
Harvest Farmers Union,Kenya,Sorghum,49.67,54,No,SMS,211.88,Organic,Drip,Yes,843.65
River Farmers Union,Nigeria,Wheat,51.67,25,No,None,939.97,Organic,None,No,501.72
River Growers Coalition,South Africa,Rice,42.26,44,No,None,674.33,Organic,Drip,No,891.25
Valley Farmers Group,Kenya,Barley,79.14,61,Yes,Mobile Apps,124.28,Inorganic,Sprinkler,Yes,1048.23
Sunrise Farmers Union,South Africa,Maize,43.06,69,No,None,696.13,None,Sprinkler,No,1002.39
Savannah Agri Society,Tanzania,Sorghum,27.66,86,Yes,None,502.44,None,Sprinkler,No,596.93
River Farmers Union,Nigeria,Wheat,86.34,1,Yes,SMS,975.3,Organic,None,Yes,606.56
Green Farmers Union,Kenya,Barley,60.09,25,Yes,Mobile Apps,837.16,None,Drip,No,1174.27
Sunrise Cultivators Club,Ghana,Wheat,59.56,13,Yes,Mobile Apps,254.18,Inorganic,Sprinkler,No,1109.92
Meadow Agricultural Association,South Africa,Sorghum,61.47,81,No,None,748.1,None,Sprinkler,No,654.67
Harvest Farmers Group,Nigeria,Maize,72.17,56,No,None,537.01,Organic,None,No,1059.24
River Agri Society,South Africa,Barley,31.99,31,No,SMS,268.34,None,None,No,529.39
Sunrise Growers Coalition,South Africa,Barley,4.35,61,Yes,None,728.87,Inorganic,None,No,557.47
Meadow Growers Coalition,Tanzania,Wheat,81.25,77,No,None,592.65,Inorganic,Sprinkler,Yes,544.96
Harvest Agri Society,South Africa,Sorghum,13.76,29,Yes,Mobile Apps,127.34,None,None,Yes,470.18
Valley Agricultural Association,Tanzania,Rice,72.46,12,Yes,None,681.93,None,Sprinkler,Yes,1083.74
Meadow Cultivators Club,Tanzania,Barley,9.15,39,No,SMS,671.49,Organic,Drip,No,863.05
Harvest Agri Society,Tanzania,Maize,38.16,30,Yes,Mobile Apps,229.68,Organic,Sprinkler,No,607.16
River Farmers Group,Nigeria,Barley,7.24,36,Yes,Mobile Apps,414.09,Organic,Drip,No,1078.92
Mountain Cultivators Club,South Africa,Barley,52.7,44,Yes,None,627.31,None,Sprinkler,Yes,1042.12
Golden Growers Coalition,South Africa,Rice,65.66,85,Yes,SMS,224.9,Inorganic,Drip,Yes,480.76
Sunrise Cultivators Club,Tanzania,Rice,17.97,58,No,Mobile Apps,867.45,Inorganic,Sprinkler,No,915.31
Sunrise Cultivators Club,South Africa,Sorghum,37.79,27,Yes,SMS,124.74,None,Sprinkler,No,977.47
Savannah Farmers Union,South Africa,Barley,93.09,60,Yes,SMS,192.55,Inorganic,Sprinkler,No,972.66
Savannah Agricultural Association,Tanzania,Barley,44.8,18,Yes,None,204.5,Inorganic,Sprinkler,No,978.51
Meadow Cultivators Club,Ghana,Wheat,80.45,42,No,SMS,575.3,None,None,No,535.57
Harvest Farmers Group,Ghana,Wheat,92.79,58,No,Mobile Apps,658.1,Inorganic,Sprinkler,Yes,652.07
Prairie Farmers Union,Tanzania,Maize,97.46,15,Yes,None,463.37,None,Sprinkler,Yes,1075.34
Harvest Cultivators Club,Nigeria,Maize,89.93,68,No,Mobile Apps,359.8,Organic,None,No,1118.71
Prairie Agri Society,South Africa,Wheat,32.42,43,No,SMS,828.39,Inorganic,None,Yes,623.35
Valley Farmers Union,South Africa,Maize,96.29,65,No,SMS,161.46,None,None,No,418.42
Valley Farmers Union,Ghana,Barley,81.43,9,No,None,352.26,Inorganic,None,Yes,1087.81
Prairie Cultivators Club,Tanzania,Rice,83.88,46,Yes,None,135.2,Inorganic,None,No,701.67
Meadow Growers Coalition,Nigeria,Barley,2.5,18,Yes,Mobile Apps,112.5,Organic,None,No,663.57
Meadow Farmers Union,Tanzania,Wheat,95.47,83,No,Mobile Apps,418.04,None,None,No,677.6
Meadow Farmers Group,Ghana,Sorghum,78.03,92,No,SMS,275.34,Organic,None,No,732.56
Golden Farmers Group,Ghana,Sorghum,77.03,88,No,None,341.53,Inorganic,None,Yes,702.61
Mountain Agri Society,South Africa,Wheat,9.07,80,No,SMS,838.85,Inorganic,None,No,853.14
Valley Farmers Union,Kenya,Barley,24.02,50,No,SMS,246.68,Inorganic,None,No,463.15
Valley Agri Society,Nigeria,Maize,96.26,12,No,Mobile Apps,802.21,None,Drip,No,1177.23
Harvest Farmers Union,Nigeria,Maize,50.57,62,No,Mobile Apps,707.55,Organic,Sprinkler,No,1149.16
Valley Farmers Group,Kenya,Sorghum,40.39,15,Yes,Mobile Apps,393.8,None,Sprinkler,Yes,1147.53
River Agri Society,Ghana,Wheat,84.15,52,Yes,None,591.9,Inorganic,None,Yes,1103.42
Green Farmers Union,Tanzania,Wheat,9.65,34,No,Mobile Apps,499.99,Organic,None,Yes,928.26
Valley Growers Coalition,Nigeria,Rice,42.28,99,No,None,215.56,Inorganic,Drip,No,576.89
Green Farmers Group,Kenya,Sorghum,38.19,58,Yes,SMS,916.47,Organic,None,Yes,439.59
Prairie Farmers Union,South Africa,Wheat,35.64,38,Yes,None,612.66,None,Drip,No,479.46
Mountain Growers Coalition,South Africa,Rice,31.46,66,No,Mobile Apps,892.22,None,Sprinkler,Yes,659.19
Green Cultivators Club,Ghana,Maize,21.8,72,Yes,None,841.44,None,Sprinkler,Yes,803.11
Mountain Growers Coalition,Nigeria,Sorghum,18.12,60,Yes,None,171.8,None,None,No,1194.6
Valley Cultivators Club,Tanzania,Sorghum,64.4,49,No,Mobile Apps,286.54,None,Drip,Yes,748.35
Harvest Farmers Group,Nigeria,Wheat,92.02,52,Yes,Mobile Apps,230.74,Organic,Drip,No,819.72
Savannah Farmers Union,South Africa,Wheat,51.38,45,No,SMS,847.7,Organic,Sprinkler,Yes,956.13
Savannah Farmers Union,Nigeria,Barley,30.5,51,Yes,None,876.2,Inorganic,Sprinkler,No,544.59
Prairie Agri Society,South Africa,Maize,16.76,28,No,SMS,575.17,Organic,Drip,No,1146.26
